datetime,open,high,low,close,% change
2023-06-14,152.748,153.898,150.615,153.56,0.5315945216958728
2023-06-13,153.685,153.778,150.455,153.163,-0.3396557894394322
2023-06-12,149.505,151.689,148.9,150.74,0.8260593291194366
2023-06-09,151.745,153.65,146.805,149.527,-1.4616626577482077
2023-06-08,149.545,151.645,148.858,151.42,1.2538032030492494
2023-06-07,155.436,155.63,148.325,149.05,-4.108443346457704
2023-06-06,153.25,155.769,152.335,153.065,-0.12071778140293786
2023-06-05,150.185,154.75,148.055,153.95,2.5069081466191605
2023-06-02,155.95,158.27,150.53,151.195,-3.0490541840333414
2023-06-01,144.765,159.839,143.825,157.195,8.586329568611204
2023-05-31,159.29,161.63,157.02,160.751,0.917195053047908
2023-05-30,158.93,160.078,154.91,158.585,-0.21707670043415267
2023-05-26,150.58,158.155,150.17,154.17,2.384114756275717
2023-05-25,148.694,150.9,147.145,149.575,0.5924919633609966
2023-05-24,145.89,149.392,145.165,149.11,2.207142367537205
2023-05-23,146.305,148.595,143.89,143.955,-1.606233553193667
2023-05-22,145.835,148.495,144.645,147.4,1.0731305927932235
2023-05-19,144.84,148.275,144.01,144.75,-0.06213753106876789
2023-05-18,138.235,141.825,137.695,141.599,2.4335370926320943
2023-05-17,134.85,139.055,133.48,137.285,1.8057100482017074
2023-05-16,134.66,135.605,133.21,134.07,-0.43814050200505233
2023-05-15,131.09,135.9,131.08,135.58,3.4251277748112057
2023-05-12,131.785,132.85,129.24,130.485,-0.9864552111393428
2023-05-11,133.54,134.24,131.235,132.255,-0.9622584993260421
2023-05-10,133.499,135.94,131.0,133.613,0.0853938980816368
2023-05-09,133.545,133.875,129.16,129.655,-2.912875809652167
2023-05-08,126.995,132.869,125.76,132.115,4.031654789558647
2023-05-05,120.06,123.205,119.242,122.433,1.9765117441279396
2023-05-04,119.165,119.918,117.401,117.75,-1.1874291948139186
2023-05-03,116.66,118.92,116.405,117.55,0.7629007371849825
2023-05-02,117.825,118.115,116.023,116.375,-1.2306386590282221
2023-05-01,118.01,119.88,117.78,119.047,0.8787390899076282
2023-04-28,120.785,123.845,119.34,120.11,-0.5588442273461085
2023-04-27,123.68,127.49,123.635,126.29,2.110284605433376
2023-04-26,123.51,125.895,122.885,123.975,0.3764877337867292
2023-04-25,126.342,126.38,121.815,122.41,-3.1121875544157938
2023-04-24,132.435,133.67,129.035,130.615,-1.3742590704874036
2023-04-21,130.545,132.725,130.165,132.015,1.1260484890267717
2023-04-20,130.92,131.81,129.035,129.89,-0.7867399938893991
2023-04-19,135.455,135.58,131.995,132.63,-2.085563471263532
2023-04-18,138.695,139.54,136.095,136.365,-1.6799452035040803
2023-04-17,136.315,137.865,134.635,137.36,0.7666067564097979
2023-04-14,134.46,136.59,133.885,135.753,0.9616242748772704
2023-04-13,137.685,140.12,135.646,135.76,-1.3981188945782121
2023-04-12,132.05,137.125,131.11,134.712,2.015903067020051
2023-04-11,127.99,131.73,127.54,129.695,1.3321353230721138
2023-04-10,125.79,128.115,124.525,127.92,1.693298354400187
2023-04-06,124.465,128.09,123.785,127.642,2.5525248061704033
2023-04-05,132.84,132.955,126.255,128.09,-3.575730201746462
2023-04-04,136.77,138.605,135.66,136.365,-0.29611756964246627
2023-04-03,136.48,137.61,134.14,136.33,-0.1099062133645789
2023-03-31,133.418,138.229,132.715,137.185,2.8234571047384875
2023-03-30,130.74,133.415,129.895,131.825,0.829891387486599
2023-03-29,130.68,131.345,128.653,129.665,-0.7767064585246516
2023-03-28,131.325,131.325,127.475,128.65,-2.0369312773653023
2023-03-27,132.555,133.18,130.155,131.675,-0.6638753724868888
2023-03-24,134.685,134.78,130.665,131.515,-2.353639974755924
2023-03-23,136.135,138.229,133.005,134.765,-1.0063539868512907
2023-03-22,135.085,137.86,133.565,133.925,-0.8587185845948822
2023-03-21,132.6,136.884,132.076,136.42,2.880844645550523
2023-03-20,132.245,133.295,130.2,132.985,0.559567469469552
2023-03-17,133.34,136.415,131.805,133.085,-0.19124043797809767
2023-03-16,130.663,134.09,129.54,133.21,1.94928939332481
2023-03-15,128.61,130.095,126.515,128.695,0.06609128372597739
2023-03-14,123.45,128.04,122.79,127.541,3.3138922640745196
2023-03-13,119.395,123.54,118.155,121.218,1.5268646090707378
2023-03-10,120.44,124.49,118.115,119.595,-0.7015941547658576
2023-03-09,127.88,130.013,122.08,122.395,-4.289177353769158
2023-03-08,133.505,133.505,124.96,128.961,-3.403617842028376
2023-03-07,127.33,128.679,124.47,124.986,-1.8408858870651017
2023-03-06,128.57,129.912,127.302,127.875,-0.5405615617951258
2023-03-03,122.41,127.118,122.295,126.05,2.9736132668899606
2023-03-02,120.4,123.91,118.66,123.285,2.3961794019933476
2023-03-01,119.19,120.97,118.605,120.37,0.9900159409346478
2023-02-28,121.13,122.604,120.055,120.775,-0.2930735573350861
2023-02-27,119.525,123.19,119.51,120.66,0.949592135536491
2023-02-24,117.41,118.725,115.715,117.19,-0.1873775657950761
2023-02-23,119.035,119.665,114.79,117.495,-1.2937371361364238
2023-02-22,114.195,118.272,113.11,117.243,2.6691186128989903
2023-02-21,112.495,114.645,111.465,112.475,-0.017778567936361823
2023-02-17,113.145,114.16,110.375,113.97,0.7291528569534693
2023-02-16,117.87,118.63,115.12,115.285,-2.1930940867056994
2023-02-15,116.995,120.355,115.22,120.165,2.7095175007478964
2023-02-14,111.99,116.63,111.3,116.41,3.946780962585947
2023-02-13,109.37,113.24,108.544,111.955,2.3635366188168545
2023-02-10,110.975,111.454,107.57,108.678,-2.0698355485469677
2023-02-09,116.41,117.785,113.095,113.75,-2.285027059530965
2023-02-08,116.67,119.0,114.645,114.663,-1.720236564669585
2023-02-07,108.03,115.105,107.765,115.0,6.451911506063129
2023-02-06,112.71,115.117,108.735,109.422,-2.917221187117378
2023-02-03,113.87,117.402,113.105,113.555,-0.27663124615789736
2023-02-02,116.585,117.323,113.88,115.545,-0.8920530085345388
2023-02-01,105.86,111.605,105.055,110.294,4.188550916304551
2023-01-31,102.099,105.72,100.86,105.72,3.546557752769366
2023-01-30,102.825,103.42,100.85,101.701,-1.0931193775832817
2023-01-27,104.45,105.845,102.515,104.954,0.482527525131633
2023-01-26,102.15,104.04,100.86,103.985,1.7963778756730238
2023-01-25,100.801,101.95,97.24,100.56,-0.23908492971299855
2023-01-24,107.46,108.932,104.09,104.66,-2.605620696072955
2023-01-23,102.663,106.135,102.12,106.075,3.3234953196380452
2023-01-20,100.5,103.73,100.275,103.13,2.6169154228855676
2023-01-19,100.885,101.748,98.165,100.11,-0.7682014174555243
2023-01-18,105.853,107.32,100.89,101.185,-4.4098891859465414
2023-01-17,100.53,105.75,98.095,104.53,3.978911767631553
2023-01-13,98.53,99.907,96.635,99.61,1.0961128590277056
2023-01-12,95.065,97.978,92.681,97.875,2.9558722979014385
2023-01-11,95.757,98.465,95.59,97.045,1.3450713785937285
2023-01-10,95.1,96.01,92.23,95.59,0.5152471083070548
2023-01-09,96.485,99.765,95.82,96.27,-0.22283256464735807
2023-01-06,94.57,95.955,92.255,94.564,-0.00634450671460318
2023-01-05,96.665,97.295,94.513,94.525,-2.2138312729529823
2023-01-04,102.552,106.865,102.325,104.462,1.8624697714330258
2023-01-03,107.75,108.368,101.595,103.365,-4.069605568445481
2022-12-30,105.185,105.775,102.95,105.14,-0.042781765460856304
2022-12-29,101.525,105.516,101.202,104.511,2.941147500615602
2022-12-28,100.86,101.65,99.505,99.885,-0.9666864961332483
2022-12-27,100.575,102.35,99.275,100.837,0.2605021128511066
2022-12-23,102.08,102.83,100.96,101.835,-0.24000783699060008
2022-12-22,105.22,105.28,101.835,104.185,-0.9836532978521162
2022-12-21,105.215,109.13,104.329,107.482,2.154635745853724
2022-12-20,108.28,110.459,105.89,110.165,1.7408570373106809
2022-12-19,108.38,110.515,107.565,108.175,-0.18914928953681334
2022-12-16,113.4,114.9,110.74,111.67,-1.5255731922398623
2022-12-15,119.345,120.934,114.649,115.075,-3.5778624994763053
2022-12-14,123.573,123.775,118.928,120.91,-2.155001497090786
2022-12-13,123.12,124.871,118.395,121.145,-1.6041260558804487
2022-12-12,115.715,118.34,115.025,118.08,2.04381454435466
2022-12-09,114.445,116.805,113.285,114.965,0.45436672637512365
2022-12-08,112.1,116.339,111.74,114.298,1.9607493309545116
2022-12-07,113.105,113.59,110.265,113.0,-0.09283409221520178
2022-12-06,116.775,117.785,112.941,113.755,-2.586169985013924
2022-12-05,122.78,124.235,116.645,118.33,-3.6243687897051657
2022-12-02,122.155,125.445,120.8,123.375,0.9987311202979811
2022-12-01,121.005,124.89,118.895,124.065,2.528821123094089
2022-11-30,110.255,117.78,109.511,117.575,6.63915468686228
2022-11-29,138.6,139.65,136.226,137.67,-0.6709956709956759
2022-11-28,140.325,140.67,136.6,139.485,-0.5986103687867274
2022-11-25,138.63,141.291,138.63,140.06,1.031522758421703
2022-11-23,134.805,141.535,133.664,140.92,4.536181892363028
2022-11-22,135.03,136.285,132.34,135.64,0.4517514626379214
2022-11-21,135.94,137.265,134.34,135.75,-0.13976754450492698
2022-11-18,142.665,143.93,137.155,138.83,-2.688115515368156
2022-11-17,139.205,141.25,137.77,139.055,-0.10775475018857487
2022-11-16,147.3,147.59,142.02,143.87,-2.3285811269518035
2022-11-15,148.32,151.45,145.995,148.025,-0.1988942826321383
2022-11-14,140.66,144.105,138.22,141.975,0.9348784302573566
2022-11-11,135.905,144.875,135.09,142.825,5.091792060630578
2022-11-10,134.21,135.875,130.5,135.805,1.1884360330824817
2022-11-09,123.47,124.22,120.495,122.345,-0.911152506681785
2022-11-08,124.1,129.685,120.45,126.952,2.2981466559226464
2022-11-07,128.38,128.54,122.825,124.565,-2.971646673936749
2022-11-04,136.07,136.61,126.315,127.395,-6.37539501727052
2022-11-03,145.214,146.06,139.65,141.59,-2.495627143388375
2022-11-02,157.65,158.85,147.91,148.4,-5.867427846495401
2022-11-01,167.37,168.14,159.515,160.66,-4.009081675330112
2022-10-31,160.751,164.695,160.24,160.99,0.14867714664294737
2022-10-28,163.134,164.745,158.642,164.245,0.6810352225777695
2022-10-27,164.19,167.98,162.065,164.045,-0.08831232109142471
2022-10-26,159.02,167.23,158.293,162.175,1.9840271663941649
2022-10-25,161.18,164.545,160.088,162.005,0.5118501054721358
2022-10-24,154.765,158.595,154.055,157.24,1.5991987852550789
2022-10-21,149.46,156.955,148.575,156.735,4.86752308309916
2022-10-20,153.475,158.27,152.165,153.88,0.2638866264863992
2022-10-19,155.744,156.93,151.485,152.55,-2.0508013149784188
2022-10-18,157.735,161.285,154.725,156.615,-0.7100516689384122
2022-10-17,148.082,153.99,148.049,151.76,2.483758998392781
2022-10-14,153.325,156.515,146.09,146.84,-4.2295776944399055
2022-10-13,144.441,155.395,142.339,153.035,5.9498341883537185
2022-10-12,153.205,155.63,149.375,153.515,0.20234326555920093
2022-10-11,159.465,159.67,151.77,155.63,-2.4049164393440616
2022-10-10,169.995,170.155,160.26,162.24,-4.561898879378803
2022-10-07,172.965,175.13,170.295,171.554,-0.8157719769895652
2022-10-06,180.266,181.7,176.535,178.39,-1.040684322057407
2022-10-05,173.735,178.345,170.294,176.555,1.623161711802454
2022-10-04,177.198,178.535,172.9,174.72,-1.398435648257886
2022-10-03,166.945,170.64,163.845,169.695,1.6472490940129985
2022-09-30,165.79,171.52,164.745,165.33,-0.27745943663669675
2022-09-29,164.42,166.095,160.86,165.72,0.7906580707943143
2022-09-28,162.716,167.9,162.629,167.135,2.7157747240590857
2022-09-27,163.755,164.94,160.036,162.94,-0.49769472687856725
2022-09-26,164.1,165.64,158.985,160.07,-2.4558196221815973
2022-09-23,160.62,161.305,157.04,160.555,-0.04046818578010069
2022-09-22,167.85,168.14,159.65,161.805,-3.601429848078634
2022-09-21,171.855,176.705,169.27,169.984,-1.088708504262303
2022-09-20,174.196,175.92,172.61,174.41,0.12285012285012206
2022-09-19,171.125,175.97,170.05,175.97,2.83126369612856
2022-09-16,173.425,174.04,169.31,171.045,-1.3723511604440095
2022-09-15,182.0,185.33,177.485,178.715,-1.8049450549450532
2022-09-14,182.64,185.54,181.265,184.085,0.7911738939991358
2022-09-13,187.791,188.11,183.005,184.425,-1.7924181670048007
2022-09-12,191.85,195.005,191.505,194.445,1.3526192337763872
2022-09-09,186.66,191.48,185.24,190.48,2.0465016607735955
2022-09-08,170.595,179.535,170.425,178.98,4.915149916468824
2022-09-07,170.3,173.478,166.62,172.58,1.338813857897828
2022-09-06,169.19,172.61,168.495,171.15,1.158460901944564
2022-09-02,171.535,177.006,170.88,172.415,0.5130148366222611
2022-09-01,176.445,177.18,169.045,173.36,-1.7484201875938563
2022-08-31,192.48,194.035,178.41,183.73,-4.54592684954281
2022-08-30,196.13,198.03,189.01,193.81,-1.1828889002192389
2022-08-29,194.045,197.09,190.66,191.81,-1.1517946867994462
2022-08-26,200.499,202.496,194.415,194.74,-2.872333527848012
2022-08-25,198.42,203.575,197.795,202.85,2.232637838927531
2022-08-24,195.13,199.405,194.565,194.675,-0.23317788141238358
2022-08-23,190.87,193.785,189.95,192.145,0.6679939225650996
2022-08-22,185.205,188.475,183.985,185.51,0.1646823789854369
2022-08-19,192.312,192.97,188.38,190.408,-0.9900578227047843
2022-08-18,194.545,196.905,193.765,195.73,0.6091135726952644
2022-08-17,196.305,198.505,194.205,196.41,0.05348819439137555
2022-08-16,199.32,201.21,195.735,200.225,0.45404374874573605
2022-08-15,199.865,202.866,196.05,201.763,0.9496410076801822
2022-08-12,199.56,202.26,198.85,200.865,0.6539386650631424
2022-08-11,203.24,205.72,195.995,197.925,-2.6151348159811048
2022-08-10,196.535,201.33,195.94,200.495,2.014908286055923
2022-08-09,187.38,189.925,184.74,186.505,-0.4669655246024122
2022-08-08,192.74,197.365,188.88,188.931,-1.9762374182836968
2022-08-05,188.94,192.495,184.77,191.245,1.219964009738545
2022-08-04,188.51,190.09,182.515,188.755,0.1299665800222824
2022-08-03,193.655,197.08,191.3,195.55,0.9785443185045625
2022-08-02,184.21,189.58,181.876,188.535,2.347863851039568
2022-08-01,180.14,187.515,179.46,182.53,1.3267458643277534
2022-07-29,180.604,183.81,178.025,183.2,1.4373989501893507
2022-07-28,181.3,182.5,174.505,181.985,0.3778268063982362
2022-07-27,172.054,178.67,171.73,176.565,2.6218512792495354
2022-07-26,179.49,180.35,168.06,169.895,-5.345701710401693
2022-07-25,181.57,184.025,178.33,182.48,0.5011841163187732
2022-07-22,189.57,193.615,180.96,183.385,-3.262647043308542
2022-07-21,183.17,189.115,181.565,188.845,3.0982147731615504
2022-07-20,184.97,187.52,181.73,184.505,-0.25139211764070035
2022-07-19,177.44,180.52,174.415,180.35,1.6399909828674464
2022-07-18,181.815,183.23,176.665,177.525,-2.3595412919726053
2022-07-15,176.02,179.205,170.95,178.402,1.353255311896362
2022-07-14,172.25,174.665,167.55,171.85,-0.23222060957910345
2022-07-13,169.625,178.68,168.18,175.1,3.2277081798083973
2022-07-12,188.005,189.857,172.83,174.605,-7.1274700140953735
2022-07-11,186.094,187.7,180.99,184.69,-0.7544574247423326
2022-07-08,186.815,194.74,185.72,190.29,1.860129004630246
2022-07-07,188.6,192.795,188.25,190.395,0.9517497348886618
2022-07-06,189.07,189.32,182.99,185.49,-1.8934786058073645
2022-07-05,178.96,188.905,178.74,187.1,4.54850245864997
2022-07-01,169.265,179.57,166.965,179.035,5.772014297108091
2022-06-30,172.265,173.105,163.44,167.92,-2.522276724813514
2022-06-29,172.74,177.655,171.455,175.51,1.6035660530276612
2022-06-28,180.92,183.16,171.705,174.61,-3.487729383152761
2022-06-27,180.665,184.795,177.305,181.915,0.6918883015525974
2022-06-24,180.4,188.56,179.525,184.07,2.03436807095343
2022-06-23,169.1,176.495,166.425,174.645,3.2791247782377386
2022-06-22,164.06,171.61,163.76,166.24,1.328782152870905
2022-06-21,164.52,170.82,163.48,165.5,0.5956722586919461
2022-06-17,160.455,166.05,158.15,164.085,2.2623165373469165
2022-06-16,157.16,161.47,153.688,156.88,-0.17816238228556958
2022-06-15,161.919,167.335,158.906,164.685,1.70826153817649
2022-06-14,159.41,162.255,153.48,159.25,-0.10037011479831666
2022-06-13,158.42,160.565,150.705,154.895,-2.225097841181655
2022-06-10,165.645,170.24,165.04,169.23,2.164266956442983
2022-06-09,176.038,179.475,173.505,174.114,-1.092945841238827
2022-06-08,176.395,180.475,176.395,177.97,0.8928824513166409
2022-06-07,169.82,181.68,168.776,176.48,3.9217995524673164
2022-06-06,167.02,171.04,162.59,169.17,1.2872709855107034
2022-06-03,160.932,170.68,160.785,162.285,0.840727760793384
2022-06-02,163.445,176.502,162.995,174.0,6.457829851020225
2022-06-01,166.187,167.59,158.355,161.285,-2.9496892055335344
2022-05-31,167.465,169.085,157.79,159.09,-5.001044994476458
2022-05-27,162.095,167.31,158.58,166.485,2.708288349424729
2022-05-26,149.155,160.255,148.785,155.448,4.219100935268685
2022-05-25,140.91,148.825,138.92,146.725,4.126747569370519
2022-05-24,146.175,146.36,137.035,139.313,-4.694373182828817
2022-05-23,148.38,153.81,144.698,148.42,0.026957811025739346
2022-05-20,150.745,156.68,142.032,148.989,-1.1648810905834357
2022-05-19,140.045,148.755,136.475,142.68,1.8815380770466776
2022-05-18,146.855,146.855,136.155,138.18,-5.907187361683282
2022-05-17,153.36,153.985,140.785,147.24,-3.9906103286385006
2022-05-16,151.275,157.645,144.82,145.949,-3.5207403734919804
2022-05-13,144.19,157.625,143.52,155.54,7.8715583604965635
2022-05-12,133.555,144.9,130.515,139.375,4.357755231926916
2022-05-11,147.2,152.605,136.795,137.505,-6.5862771739130395
2022-05-10,150.325,154.18,139.62,150.315,-0.0066522534508504285
2022-05-09,155.85,160.115,142.005,143.349,-8.021174205967279
2022-05-06,174.835,175.21,160.64,164.42,-5.957045214058981
2022-05-05,192.501,195.222,177.11,180.05,-6.46801834795663
2022-05-04,199.205,200.62,181.297,199.675,0.23593785296553743
2022-05-03,205.225,207.74,195.155,199.495,-2.7920574978681887
2022-05-02,199.095,204.35,196.355,203.555,2.240136618197347
2022-04-29,208.9,212.045,197.77,198.1,-5.169937769267598
2022-04-28,206.985,209.89,198.565,207.04,0.026571973814517185
2022-04-27,204.345,206.76,198.57,201.11,-1.583107000415956
2022-04-26,208.777,211.025,201.905,202.17,-3.1646206239193018
2022-04-25,206.0,216.335,206.0,214.365,4.06067961165049
2022-04-22,211.58,213.715,203.635,205.61,-2.821627753095755
2022-04-21,225.92,226.84,207.85,209.73,-7.166253541076487
2022-04-20,225.255,225.425,217.445,223.74,-0.6725710861024112
2022-04-19,225.45,230.62,221.985,228.69,1.4371257485029982
2022-04-18,230.659,231.99,222.08,224.915,-2.4902561790348523
2022-04-14,238.545,239.05,235.105,235.87,-1.1213817099498975
2022-04-13,225.215,241.98,223.79,239.465,6.327287258841552
2022-04-12,225.546,235.93,222.3,223.82,-0.765254094508437
2022-04-11,210.825,219.895,208.236,215.505,2.219850586979726
2022-04-08,222.835,227.41,215.135,217.81,-2.255031749949517
2022-04-07,216.96,221.415,211.785,217.11,0.06913716814159554
2022-04-06,213.875,215.055,207.06,211.21,-1.246054938632375
2022-04-05,228.646,229.85,217.775,220.85,-3.409637605731127
2022-04-04,228.075,230.08,225.565,229.38,0.5721802038803055
2022-04-01,225.315,232.755,224.475,227.463,0.9533320018640552
2022-03-31,224.03,232.21,223.58,227.496,1.5471142257733377
2022-03-30,221.52,231.425,221.36,224.305,1.2572228241242311
2022-03-29,223.0,225.32,213.24,222.455,-0.24439461883407512
2022-03-28,222.893,225.17,216.745,220.99,-0.8537728865419693
2022-03-25,222.99,224.335,216.495,221.19,-0.8072110856989154
2022-03-24,219.62,223.371,215.047,223.09,1.5800018213277474
2022-03-23,212.65,223.9,210.265,219.605,3.2706324947096093
2022-03-22,207.22,219.685,206.405,217.295,4.861982434127975
2022-03-21,202.82,205.48,195.55,203.6,0.3845774578443946
2022-03-18,202.23,209.54,202.08,208.695,3.196855066013946
2022-03-17,189.985,205.02,188.87,203.995,7.374266389451793
2022-03-16,193.13,197.7,181.175,189.635,-1.8096618857764222
2022-03-15,183.215,188.975,177.99,188.629,2.9549982261277665
2022-03-14,186.47,191.535,177.92,182.345,-2.2121520888078514
2022-03-11,193.62,196.625,190.345,190.56,-1.5804152463588481
2022-03-10,186.852,198.415,182.412,191.785,2.6400573716096125
2022-03-09,159.945,170.765,157.685,169.055,5.695707899590493
2022-03-08,161.955,164.535,155.355,156.925,-3.1058009941033005
2022-03-07,178.279,181.739,165.778,168.174,-5.668082051166985
2022-03-04,191.353,193.587,177.294,179.484,-6.202672547595282
2022-03-03,201.988,204.427,188.797,190.726,-5.575578747252313
2022-03-02,194.624,203.186,190.232,202.798,4.199893127260773
2022-03-01,197.52,205.581,195.646,197.088,-0.21871202916161217
2022-02-28,190.346,197.208,187.169,194.64,2.2558919021150867
2022-02-25,181.029,182.498,174.144,182.121,0.6032182688961509
2022-02-24,157.427,184.237,157.066,182.632,16.0105953870683
2022-02-23,169.261,171.446,161.652,162.109,-4.225427003267137
2022-02-22,164.611,170.789,164.238,166.566,1.1876484560570146
2022-02-18,169.979,170.492,164.053,165.04,-2.9056530512592853
2022-02-17,180.082,180.213,168.94,170.167,-5.505825124110123
2022-02-16,184.909,185.557,180.351,182.925,-1.072960212861451
2022-02-15,184.569,189.455,181.982,188.912,2.3530495370295217
2022-02-14,181.566,186.619,179.785,180.977,-0.32439994272055267
2022-02-11,189.879,190.485,178.454,181.955,-4.173183975057788
2022-02-10,183.925,193.322,183.794,187.213,1.7876851977708208
2022-02-09,184.172,186.869,180.801,186.759,1.4046652042655718
2022-02-08,176.238,184.032,176.238,179.276,1.723805308730246
2022-02-07,177.664,183.009,177.651,177.911,0.1390264769452529
2022-02-04,169.407,178.62,168.614,177.646,4.863435395231588
2022-02-03,171.978,175.659,169.568,169.896,-1.2106199630185384
2022-02-02,181.848,184.624,174.022,176.48,-2.951915885794742
2022-02-01,180.545,182.754,176.043,182.009,0.8108781744163497
2022-01-31,172.995,180.68,171.56,180.594,4.392612503251533
2022-01-28,158.335,169.071,156.091,168.226,6.246881611772502
2022-01-27,162.736,167.531,158.263,159.849,-1.774038934224757
2022-01-26,163.658,171.211,159.122,161.015,-1.6149531339745085
2022-01-25,165.105,168.482,157.353,158.06,-4.266981617758389
2022-01-24,156.957,168.075,150.054,167.078,6.448262900029951
2022-01-21,172.431,172.811,163.078,164.581,-4.5525456559435495
2022-01-20,180.5,182.281,173.4,173.639,-3.8011080332409914
2022-01-19,174.041,181.9,173.275,175.706,0.9566711292166743
2022-01-18,171.186,183.708,170.887,172.483,0.7576554157466131
2022-01-14,177.927,181.4,172.086,176.877,-0.5901296599166979
2022-01-13,187.138,187.985,173.61,174.706,-6.643225854716849
2022-01-12,199.886,199.886,185.742,187.312,-6.290585633811265
2022-01-11,190.564,198.363,189.796,195.911,2.8058814886337444
2022-01-10,180.331,191.869,174.752,191.868,6.397679822104911
2022-01-07,188.226,192.929,184.702,189.068,0.4473345871452472
2022-01-06,182.928,192.115,176.001,187.363,2.4244511501793067
2022-01-05,185.282,191.139,178.924,180.142,-2.774149674550153
2022-01-04,196.212,196.476,183.328,188.89,-3.731677980959372
2022-01-03,201.728,202.341,193.506,198.263,-1.7176594225888342
2021-12-31,207.947,208.782,205.309,206.215,-0.8329045381755924
2021-12-30,210.079,213.53,206.216,209.368,-0.3384441091208606
2021-12-29,205.167,207.364,201.267,207.31,1.0445149561089262
2021-12-28,208.263,210.723,206.268,207.536,-0.3490778486817168
2021-12-27,215.746,216.961,209.131,209.866,-2.7254271226349482
2021-12-23,205.3,212.857,204.627,211.057,2.8041889917194234
2021-12-22,206.313,210.482,204.233,207.494,0.5724312088913504
2021-12-21,204.904,210.814,199.986,210.577,2.768613594658963
2021-12-20,202.415,209.723,201.82,206.149,1.844724946273749
2021-12-17,197.757,207.982,193.19,206.393,4.3669756317096216
2021-12-16,208.501,211.662,196.853,200.065,-4.046023760077892
2021-12-15,195.56,212.151,195.237,211.047,7.9193086520760865
2021-12-14,192.462,200.596,192.095,198.062,2.9096652845756683
2021-12-13,199.027,203.99,194.263,198.731,-0.14872354002220417
2021-12-10,203.512,205.392,196.432,198.13,-2.644561500058967
2021-12-09,212.45,212.54,199.277,201.24,-5.276535655448331
2021-12-08,202.527,210.817,200.02,209.256,3.3225199603015962
2021-12-07,203.398,207.902,202.95,204.038,0.3146540280632134
2021-12-06,188.328,195.778,185.688,195.505,3.810904379593046
2021-12-03,208.927,209.32,188.359,196.215,-6.084421831548814
2021-12-02,207.847,211.816,201.18,209.661,0.8727573647923679
2021-12-01,220.515,221.93,199.196,202.595,-8.12643130852776
2021-11-30,227.648,228.248,216.411,217.221,-4.580316980601627
2021-11-29,230.037,230.037,221.029,224.897,-2.2344231580137173
2021-11-26,232.23,234.821,227.834,232.575,0.148559617620462
2021-11-24,225.847,232.05,222.402,230.234,1.9424654744140946
2021-11-23,230.288,236.427,224.028,230.375,0.03777878135204139
2021-11-22,248.369,250.199,235.097,240.948,-2.987893014023486
2021-11-19,267.126,268.949,256.854,257.695,-3.5305436385825355
2021-11-18,272.993,274.732,264.328,264.72,-3.0304806350345865
2021-11-17,265.969,270.55,262.268,269.735,1.415954490936921
2021-11-16,257.84,262.381,253.806,262.333,1.7425535215637808
2021-11-15,263.433,263.641,247.706,253.728,-3.6840486954937246
2021-11-12,288.551,289.077,281.459,284.014,-1.572339031921559
2021-11-11,286.357,288.199,280.666,281.087,-1.8403601099327198
2021-11-10,289.403,298.085,278.555,281.202,-2.8337646810848613
2021-11-09,292.195,295.372,281.323,291.984,-0.07221205017197856
2021-11-08,273.339,284.344,272.709,283.237,3.6211444396884542
2021-11-05,282.29,282.99,270.051,272.316,-3.533245952743649
2021-11-04,273.253,280.079,271.485,280.0,2.4691403205088376
2021-11-03,266.958,271.307,265.308,269.93,1.1132837375167552
2021-11-02,264.981,270.651,264.186,268.105,1.1789524531947664
2021-11-01,271.215,273.903,263.033,269.771,-0.5324189296314585
2021-10-29,282.533,284.297,279.519,281.696,-0.2962485798119119
2021-10-28,277.327,283.539,276.519,280.599,1.1798346356467244
2021-10-27,288.625,290.126,278.19,279.887,-3.027457773928107
2021-10-26,284.758,297.213,282.679,287.982,1.1321894380491668
2021-10-25,283.175,285.084,277.091,280.142,-1.071069126865018
2021-10-22,285.631,290.513,280.189,283.065,-0.8983618724858207
2021-10-21,285.194,287.348,282.943,284.678,-0.180929472569556
2021-10-20,285.824,287.116,279.378,282.968,-0.999216300940437
2021-10-19,280.857,284.961,279.917,282.245,0.49420167558578804
2021-10-18,273.991,285.163,273.991,285.163,4.077506195458985
2021-10-15,270.624,275.882,270.043,273.012,0.8824051081943866
2021-10-14,271.434,276.38,267.945,276.035,1.6950713617306596
2021-10-13,257.336,271.709,257.212,270.69,5.189324462958926
2021-10-12,246.602,254.173,242.584,251.747,2.08635777487612
2021-10-11,243.4,248.546,241.364,244.61,0.49712407559573046
2021-10-08,246.651,249.492,243.397,244.935,-0.6957198632886176
2021-10-07,251.258,253.661,249.673,250.198,-0.42187711436053865
2021-10-06,249.136,251.569,244.925,247.808,-0.5330421938218495
2021-10-05,239.495,246.0,239.453,244.767,2.2012985657320576
2021-10-04,241.446,242.158,235.523,237.797,-1.5113110177845155
2021-10-01,250.246,252.243,243.153,249.66,-0.23416957713610315
2021-09-30,243.671,247.637,241.001,246.04,0.9722125324720627
2021-09-29,247.422,247.614,238.47,239.648,-3.1420003071675118
2021-09-28,246.358,246.476,240.211,241.46,-1.988163566841749
2021-09-27,258.838,259.077,250.229,253.216,-2.172014928256289
2021-09-24,260.48,261.766,253.89,261.711,0.47258906633906417
2021-09-23,260.137,264.212,259.875,262.327,0.841864094688567
2021-09-22,251.082,260.954,250.31,260.265,3.657370898750206
